ORIGIN,DEST,Flight Count,ORIGIN_STATE,DEST_STATE
ABE,ATL,1026,PA,GA
ABE,CLT,364,PA,NC
ABE,DTW,1071,PA,MI
ABE,IAD,2,PA,VA
ABE,MCO,68,PA,FL
ABE,ORD,569,PA,IL
ABI,DFW,2754,TX,TX
ABQ,ATL,919,NM,GA
ABQ,BWI,575,NM,MD
ABQ,DAL,2667,NM,TX
ABQ,DEN,2447,NM,CO
ABQ,DFW,2744,NM,TX
ABQ,ELP,8,NM,TX
ABQ,HOU,1011,NM,TX
ABQ,IAD,355,NM,VA
ABQ,IAH,1497,NM,TX
ABQ,JFK,254,NM,NY
ABQ,LAS,1833,NM,NV
ABQ,LAX,2942,NM,CA
ABQ,MCI,357,NM,MO
ABQ,MCO,178,NM,FL
ABQ,MDW,719,NM,IL
ABQ,MSP,428,NM,MN
ABQ,OAK,906,NM,CA
ABQ,ORD,701,NM,IL
ABQ,PDX,303,NM,OR
ABQ,PHX,4494,NM,AZ
ABQ,SAN,868,NM,CA
ABQ,SEA,569,NM,WA
ABQ,SFO,486,NM,CA
ABQ,SLC,1045,NM,UT
ABQ,STL,5,NM,MO
ABQ,TUS,241,NM,AZ
ABR,MSP,745,SD,MN
ABY,ATL,1036,GA,GA
ACK,BOS,113,MA,MA
ACK,JFK,265,MA,NY
ACT,DFW,1704,TX,TX
ACV,CEC,314,CA,CA
ACV,SFO,2341,CA,CA
ACV,SMF,626,CA,CA
ADK,ANC,104,AK,AK
ADQ,ANC,660,AK,AK
AEX,ATL,1589,LA,GA
AEX,DFW,1325,LA,TX
AEX,IAH,1080,LA,TX
AGS,ATL,2988,GA,GA
AGS,CLT,55,GA,NC
AGS,LGA,2,GA,NY
AKN,ANC,77,AK,AK
ALB,ATL,1035,NY,GA
ALB,BWI,1907,NY,MD
ALB,CLE,788,NY,OH
ALB,CLT,891,NY,NC
ALB,DTW,1672,NY,MI
ALB,EWR,442,NY,NJ
ALB,FLL,288,NY,FL
ALB,IAD,597,NY,VA
ALB,LAS,326,NY,NV
ALB,MCO,676,NY,FL
ALB,MDW,727,NY,IL
ALB,MSP,113,NY,MN
ALB,ORD,820,NY,IL
ALB,PHL,15,NY,PA
ALB,TPA,426,NY,FL
ALO,ORD,676,IA,IL
AMA,DAL,1902,TX,TX
AMA,DEN,1338,TX,CO
AMA,DFW,2780,TX,TX
AMA,IAH,1065,TX,TX
AMA,LAS,365,TX,NV
ANC,ADK,104,AK,AK
ANC,ADQ,660,AK,AK
ANC,AKN,77,AK,AK
ANC,ATL,67,AK,GA
ANC,BET,976,AK,AK
ANC,BRW,117,AK,AK
ANC,CDV,361,AK,AK
ANC,DEN,581,AK,CO
ANC,DFW,145,AK,TX
ANC,DLG,77,AK,AK
ANC,EWR,8,AK,NJ
ANC,FAI,2453,AK,AK
ANC,HNL,335,AK,HI
ANC,IAH,120,AK,TX
ANC,JNU,1117,AK,AK
ANC,KOA,22,AK,HI
ANC,LAS,6,AK,NV
ANC,LAX,378,AK,CA
ANC,LGB,111,AK,CA
ANC,MSP,797,AK,MN
ANC,OGG,67,AK,HI
ANC,OME,363,AK,AK
ANC,ORD,607,AK,IL
ANC,OTZ,719,AK,AK
ANC,PDX,946,AK,OR
ANC,PHX,392,AK,AZ
ANC,SCC,340,AK,AK
ANC,SEA,5955,AK,WA
ANC,SFO,287,AK,CA
ANC,SLC,331,AK,UT
APN,DTW,265,MI,MI
APN,MSP,365,MI,MN
ART,ORD,631,NY,IL
ASE,ATL,10,CO,GA
ASE,DEN,2877,CO,CO
ASE,DFW,180,CO,TX
ASE,IAH,260,CO,TX
ASE,LAX,672,CO,CA
ASE,MSP,2,CO,MN
ASE,ORD,523,CO,IL
ASE,SFO,137,CO,CA
ATL,ABE,1025,GA,PA
ATL,ABQ,921,GA,NM
ATL,ABY,1036,GA,GA
ATL,AEX,1589,GA,LA
ATL,AGS,2989,GA,GA
ATL,ALB,1035,GA,NY
ATL,ANC,67,GA,AK
ATL,ASE,10,GA,CO
ATL,ATW,692,GA,WI
ATL,AUS,2948,GA,TX
ATL,AVL,2717,GA,NC
ATL,AVP,362,GA,PA
ATL,BDL,2280,GA,CT
ATL,BHM,3414,GA,AL
ATL,BKG,67,GA,
ATL,BMI,1062,GA,IL
ATL,BNA,3501,GA,TN
ATL,BOS,5463,GA,MA
ATL,BQK,1018,GA,GA
ATL,BTR,3092,GA,LA
ATL,BTV,208,GA,VT
ATL,BUF,2643,GA,NY
ATL,BWI,6932,GA,MD
ATL,BZN,73,GA,MT
ATL,CAE,3142,GA,SC
ATL,CAK,2903,GA,OH
ATL,CHA,2993,GA,TN
ATL,CHO,1034,GA,VA
ATL,CHS,3543,GA,SC
ATL,CID,968,GA,IA
ATL,CLE,2757,GA,OH
ATL,CLT,7060,GA,NC
ATL,CMH,3549,GA,OH
ATL,COS,407,GA,CO
ATL,COU,74,GA,MO
ATL,CRW,1508,GA,WV
ATL,CSG,1345,GA,GA
ATL,CVG,2422,GA,KY
ATL,DAB,1630,GA,FL
ATL,DAL,1596,GA,TX
ATL,DAY,2769,GA,OH
ATL,DCA,7213,GA,VA
ATL,DEN,4773,GA,CO
ATL,DFW,7469,GA,TX
ATL,DHN,1375,GA,AL
ATL,DSM,1067,GA,IA
ATL,DTW,5002,GA,MI
ATL,ECP,2637,GA,
ATL,EGE,101,GA,CO
ATL,ELP,717,GA,TX
ATL,EVV,1486,GA,IN
ATL,EWN,1002,GA,NC
ATL,EWR,5187,GA,NJ
ATL,EYW,1229,GA,FL
ATL,FAR,2,GA,ND
ATL,FAY,2657,GA,NC
ATL,FCA,21,GA,MT
ATL,FLL,7294,GA,FL
ATL,FNT,1286,GA,MI
ATL,FSD,75,GA,SD
ATL,FSM,1013,GA,AR
ATL,FWA,1061,GA,IN
ATL,GNV,2422,GA,FL
ATL,GPT,1981,GA,MS
ATL,GRB,199,GA,WI
ATL,GRK,708,GA,TX
ATL,GRR,1055,GA,MI
ATL,GSO,2738,GA,NC
ATL,GSP,2917,GA,SC
ATL,GTR,1016,GA,MS
ATL,HDN,89,GA,CO
ATL,HNL,365,GA,HI
ATL,HOU,4930,GA,TX
ATL,HPN,2268,GA,NY
ATL,HSV,2894,GA,AL
ATL,IAD,4081,GA,VA
ATL,IAH,5184,GA,TX
ATL,ICT,2063,GA,KS
ATL,ILM,2079,GA,NC
ATL,IND,4013,GA,IN
ATL,JAC,54,GA,WY
ATL,JAN,2742,GA,MS
ATL,JAX,5467,GA,FL
ATL,JFK,1932,GA,NY
ATL,LAS,4238,GA,NV
ATL,LAX,4971,GA,CA
ATL,LEX,2728,GA,KY
ATL,LFT,1750,GA,LA
ATL,LGA,10259,GA,NY
ATL,LIT,2368,GA,AR
ATL,MCI,3842,GA,MO
ATL,MCO,8877,GA,FL
ATL,MDT,1692,GA,PA
ATL,MDW,5426,GA,IL
ATL,MEM,4680,GA,TN
ATL,MGM,2804,GA,AL
ATL,MHT,507,GA,NH
ATL,MIA,6701,GA,FL
ATL,MKE,3995,GA,WI
ATL,MLB,1442,GA,FL
ATL,MLI,1068,GA,IL
ATL,MLU,1404,GA,LA
ATL,MOB,2744,GA,AL
ATL,MSN,932,GA,WI
ATL,MSO,11,GA,MT
ATL,MSP,5550,GA,MN
ATL,MSY,5303,GA,LA
ATL,MTJ,28,GA,CO
ATL,MYR,2147,GA,SC
ATL,OAJ,1748,GA,NC
ATL,OKC,1872,GA,OK
ATL,OMA,1637,GA,NE
ATL,ONT,7,GA,CA
ATL,ORD,7572,GA,IL
ATL,ORF,3466,GA,VA
ATL,PBI,4131,GA,FL
ATL,PDX,1245,GA,OR
ATL,PHF,2061,GA,VA
ATL,PHL,6682,GA,PA
ATL,PHX,3958,GA,AZ
ATL,PIA,1038,GA,IL
ATL,PIT,3996,GA,PA
ATL,PNS,3526,GA,FL
ATL,PVD,1041,GA,RI
ATL,PWM,732,GA,ME
ATL,RDU,5377,GA,NC
ATL,RIC,4145,GA,VA
ATL,ROA,1547,GA,VA
ATL,ROC,1273,GA,NY
ATL,RSW,4278,GA,FL
ATL,SAN,2033,GA,CA
ATL,SAT,3747,GA,TX
ATL,SAV,3417,GA,GA
ATL,SBN,1057,GA,IN
ATL,SDF,3576,GA,KY
ATL,SEA,2776,GA,WA
ATL,SFO,3225,GA,CA
ATL,SGF,1733,GA,MO
ATL,SHV,2328,GA,LA
ATL,SJC,317,GA,CA
ATL,SJU,1986,GA,PR
ATL,SLC,2655,GA,UT
ATL,SMF,632,GA,CA
ATL,SNA,1088,GA,CA
ATL,SRQ,2051,GA,FL
ATL,STL,4038,GA,MO
ATL,STT,584,GA,VI
ATL,SWF,1,GA,NY
ATL,SYR,1069,GA,NY
ATL,TLH,2951,GA,FL
ATL,TPA,7223,GA,FL
ATL,TRI,2460,GA,TN
ATL,TTN,121,GA,NJ
ATL,TUL,1702,GA,OK
ATL,TUS,712,GA,AZ
ATL,TVC,17,GA,MI
ATL,TYS,3258,GA,TN
ATL,VLD,1035,GA,GA
ATL,VPS,3255,GA,FL
ATL,XNA,2324,GA,AR
ATW,ATL,687,WI,GA
ATW,DTW,1316,WI,MI
ATW,MSP,1255,WI,MN
ATW,ORD,1838,WI,IL
AUS,ATL,2940,TX,GA
AUS,BNA,699,TX,TN
AUS,BOS,355,TX,MA
AUS,BWI,836,TX,MD
AUS,CLE,82,TX,OH
AUS,CLT,1103,TX,NC
AUS,DAL,3909,TX,TX
AUS,DCA,365,TX,VA
AUS,DEN,2273,TX,CO
AUS,DFW,4971,TX,TX
AUS,DTW,972,TX,MI
AUS,ELP,1067,TX,TX
AUS,EWR,825,TX,NJ
AUS,FLL,725,TX,FL
AUS,HOU,1709,TX,TX
AUS,HRL,358,TX,TX
AUS,IAD,692,TX,VA
AUS,IAH,3472,TX,TX
AUS,JFK,1471,TX,NY
AUS,LAS,1083,TX,NV
AUS,LAX,2328,TX,CA
AUS,LBB,447,TX,TX
AUS,LGB,469,TX,CA
AUS,MCO,971,TX,FL
AUS,MDW,940,TX,IL
AUS,MEM,681,TX,TN
AUS,MSP,980,TX,MN
AUS,MSY,59,TX,LA
AUS,OAK,351,TX,CA
AUS,ORD,1541,TX,IL
AUS,PDX,97,TX,OR
AUS,PHL,362,TX,PA
AUS,PHX,2899,TX,AZ
AUS,SAN,693,TX,CA
AUS,SEA,364,TX,WA
AUS,SFO,2327,TX,CA
AUS,SJC,653,TX,CA
AUS,SLC,956,TX,UT
AUS,TPA,360,TX,FL
AVL,ATL,2720,NC,GA
AVL,CLT,186,NC,NC
AVL,DTW,356,NC,MI
AVL,EWR,265,NC,NJ
AVL,LGA,10,NC,NY
AVL,ORD,717,NC,IL
AVP,ATL,363,PA,GA
AVP,CLT,346,PA,NC
AVP,DTW,937,PA,MI
AVP,ORD,664,PA,IL
AZA,DEN,84,,CO
AZO,DTW,1405,MI,MI
AZO,MSP,376,MI,MN
AZO,ORD,797,MI,IL
BDL,ATL,2277,CT,GA
BDL,BWI,2613,CT,MD
BDL,CLE,57,CT,OH
BDL,CLT,1842,CT,NC
BDL,CVG,708,CT,KY
BDL,DCA,204,CT,VA
BDL,DEN,365,CT,CO
BDL,DFW,1062,CT,TX
BDL,DTW,1523,CT,MI
BDL,EWR,437,CT,NJ
BDL,FLL,1011,CT,FL
BDL,IAD,622,CT,VA
BDL,LAS,262,CT,NV
BDL,LAX,127,CT,CA
BDL,MCO,1789,CT,FL
BDL,MDW,974,CT,IL
BDL,MIA,404,CT,FL
BDL,MSP,981,CT,MN
BDL,ORD,2657,CT,IL
BDL,PBI,365,CT,FL
BDL,PHL,358,CT,PA
BDL,RDU,256,CT,NC
BDL,RSW,273,CT,FL
BDL,SJU,375,CT,PR
BDL,TPA,716,CT,FL
BET,ANC,976,AK,AK
BFL,DEN,648,CA,CO
BFL,IAH,635,CA,TX
BFL,LAX,675,CA,CA
BFL,PHX,1057,CA,AZ
BFL,SFO,730,CA,CA
BGM,DTW,903,NY,MI
BGR,DTW,482,ME,MI
BGR,LGA,363,ME,NY
BHM,ATL,3415,AL,GA
BHM,BWI,962,AL,MD
BHM,CLT,1152,AL,NC
BHM,DAL,1026,AL,TX
BHM,DEN,344,AL,CO
BHM,DFW,1065,AL,TX
BHM,DTW,1232,AL,MI
BHM,FLL,4,AL,FL
BHM,HOU,673,AL,TX
BHM,IAH,1716,AL,TX
BHM,JAX,145,AL,FL
BHM,LAS,364,AL,NV
BHM,LGA,297,AL,NY
BHM,MCO,723,AL,FL
BHM,MDW,699,AL,IL
BHM,MEM,4,AL,TN
BHM,MIA,703,AL,FL
BHM,MSP,1,AL,MN
BHM,MSY,268,AL,LA
BHM,ORD,911,AL,IL
BHM,STL,358,AL,MO
BHM,TPA,679,AL,FL
BIL,DEN,1135,MT,CO
BIL,MSP,506,MT,MN
BIL,ORD,71,MT,IL
BIL,SLC,1473,MT,UT
BIS,ABR,1,ND,SD
BIS,DEN,1634,ND,CO
BIS,MSP,2105,ND,MN
BJI,MSP,753,MN,MN
BKG,ATL,67,,GA
BKG,DAL,298,,TX
BKG,DEN,297,,CO
BKG,HOU,298,,TX
BKG,MCO,32,,FL
BKG,MDW,489,,IL
BLI,DEN,75,WA,CO
BLI,HNL,318,WA,HI
BLI,LAS,417,WA,NV
BLI,OGG,89,WA,HI
BMI,ATL,1062,IL,GA
BMI,DEN,205,IL,CO
BMI,DFW,449,IL,TX
BMI,DTW,641,IL,MI
BMI,MCO,102,IL,FL
BMI,MSP,412,IL,MN
BMI,ORD,394,IL,IL
BNA,ATL,3504,TN,GA
BNA,AUS,691,TN,TX
BNA,BOS,609,TN,MA
BNA,BTV,1,TN,VT
BNA,BWI,2067,TN,MD
BNA,CHS,366,TN,SC
BNA,CLE,1503,TN,OH
BNA,CLT,2037,TN,NC
BNA,CMH,693,TN,OH
BNA,CVG,687,TN,KY
BNA,DCA,1598,TN,VA
BNA,DEN,2517,TN,CO
BNA,DFW,2775,TN,TX
BNA,DTW,2444,TN,MI
BNA,ECP,714,TN,
BNA,EWR,2382,TN,NJ
BNA,FLL,821,TN,FL
BNA,GSP,360,TN,SC
BNA,HOU,1359,TN,TX
BNA,IAD,974,TN,VA
BNA,IAH,2021,TN,TX
BNA,JAX,1144,TN,FL
BNA,JFK,729,TN,NY
BNA,LAS,989,TN,NV
BNA,LAX,1684,TN,CA
BNA,LGA,3265,TN,NY
BNA,MCI,1206,TN,MO
BNA,MCO,1519,TN,FL
BNA,MDW,2482,TN,IL
BNA,MEM,475,TN,TN
BNA,MIA,1041,TN,FL
BNA,MSP,1851,TN,MN
BNA,MSY,1232,TN,LA
BNA,OKC,1,TN,OK
BNA,ORD,4813,TN,IL
BNA,ORF,364,TN,VA
BNA,PHL,701,TN,PA
BNA,PHX,813,TN,AZ
BNA,PIT,94,TN,PA
BNA,PNS,118,TN,FL
BNA,RDU,1327,TN,NC
BNA,RSW,107,TN,FL
BNA,SAN,424,TN,CA
BNA,SAT,683,TN,TX
BNA,SEA,119,TN,WA
BNA,SLC,355,TN,UT
BNA,STL,702,TN,MO
BNA,TPA,1358,TN,FL
BOI,DEN,2330,ID,CO
BOI,GEG,684,ID,WA
BOI,LAS,713,ID,NV
BOI,LAX,623,ID,CA
BOI,MSP,652,ID,MN
BOI,OAK,694,ID,CA
BOI,ORD,188,ID,IL
BOI,PDX,211,ID,OR
BOI,PHX,1226,ID,AZ
BOI,SAN,30,ID,CA
BOI,SFO,1728,ID,CA
BOI,SLC,1798,ID,UT
BOI,SUN,1,ID,ID
BOS,ACK,113,MA,MA
BOS,ATL,5462,MA,GA
BOS,AUS,355,MA,TX
BOS,BNA,609,MA,TN
BOS,BUF,1426,MA,NY
BOS,BWI,5687,MA,MD
BOS,CAK,548,MA,OH
BOS,CHS,354,MA,SC
BOS,CLE,601,MA,OH
BOS,CLT,3901,MA,NC
BOS,CMH,5,MA,OH
BOS,CVG,1210,MA,KY
BOS,DCA,8100,MA,VA
BOS,DEN,2459,MA,CO
BOS,DFW,3990,MA,TX
BOS,DTW,2284,MA,MI
BOS,EWR,5354,MA,NJ
BOS,FLL,2118,MA,FL
BOS,HOU,664,MA,TX
BOS,IAD,2851,MA,VA
BOS,IAH,1802,MA,TX
BOS,IND,11,MA,IN
BOS,JAX,602,MA,FL
BOS,JFK,5892,MA,NY
BOS,LAS,813,MA,NV
BOS,LAX,3607,MA,CA
BOS,LGA,4284,MA,NY
BOS,LGB,288,MA,CA
BOS,MCI,494,MA,MO
BOS,MCO,3446,MA,FL
BOS,MDW,1617,MA,IL
BOS,MEM,293,MA,TN
BOS,MIA,2550,MA,FL
BOS,MKE,866,MA,WI
BOS,MSP,1723,MA,MN
BOS,MSY,361,MA,LA
BOS,MYR,1,MA,SC
BOS,OAK,83,MA,CA
BOS,ORD,6749,MA,IL
BOS,ORF,470,MA,VA
BOS,PBI,1337,MA,FL
BOS,PDX,586,MA,OR
BOS,PHL,6084,MA,PA
BOS,PHX,1441,MA,AZ
BOS,PIT,1171,MA,PA
BOS,RDU,3234,MA,NC
