ORIGIN,DEST,Flight Count,ORIGIN_STATE,DEST_STATE
ABE,ATL,694,PA,GA
ABE,AVP,1,PA,PA
ABE,CLT,339,PA,NC
ABE,DTW,176,PA,MI
ABE,FLL,64,PA,FL
ABE,MCO,506,PA,FL
ABE,ORD,2064,PA,IL
ABI,DFW,2475,TX,TX
ABQ,ATL,972,NM,GA
ABQ,BWI,574,NM,MD
ABQ,DAL,2718,NM,TX
ABQ,DEN,3173,NM,CO
ABQ,DFW,2871,NM,TX
ABQ,ELP,604,NM,TX
ABQ,EWR,1,NM,NJ
ABQ,HOU,996,NM,TX
ABQ,IAD,363,NM,VA
ABQ,IAH,1786,NM,TX
ABQ,LAS,1946,NM,NV
ABQ,LAX,3052,NM,CA
ABQ,LBB,364,NM,TX
ABQ,MAF,364,NM,TX
ABQ,MCI,376,NM,MO
ABQ,MCO,373,NM,FL
ABQ,MDW,722,NM,IL
ABQ,MSP,518,NM,MN
ABQ,OAK,919,NM,CA
ABQ,ORD,796,NM,IL
ABQ,PDX,364,NM,OR
ABQ,PHX,4861,NM,AZ
ABQ,SAN,855,NM,CA
ABQ,SEA,724,NM,WA
ABQ,SFO,487,NM,CA
ABQ,SLC,1938,NM,UT
ABQ,STL,363,NM,MO
ABQ,TUS,699,NM,AZ
ABY,ATL,1004,GA,GA
ACK,JFK,216,MA,NY
ACT,DFW,396,TX,TX
ACV,CEC,309,CA,CA
ACV,RDD,1,CA,CA
ACV,SFO,2328,CA,CA
ACV,SMF,623,CA,CA
ACY,ATL,725,NJ,GA
ADK,ANC,104,AK,AK
ADQ,ANC,672,AK,AK
AEX,ATL,1514,LA,GA
AEX,DFW,1087,LA,TX
AEX,IAH,721,LA,TX
AGS,ATL,3148,GA,GA
AGS,CLT,24,GA,NC
AGS,DFW,722,GA,TX
AKN,ANC,79,AK,AK
ALB,ATL,795,NY,GA
ALB,BWI,1931,NY,MD
ALB,CLE,988,NY,OH
ALB,CLT,714,NY,NC
ALB,DTW,24,NY,MI
ALB,EWR,16,NY,NJ
ALB,FLL,364,NY,FL
ALB,IAD,770,NY,VA
ALB,LAS,364,NY,NV
ALB,MCO,858,NY,FL
ALB,MDW,721,NY,IL
ALB,MSP,155,NY,MN
ALB,ORD,1596,NY,IL
ALB,TPA,371,NY,FL
AMA,DAL,2006,TX,TX
AMA,DEN,1215,TX,CO
AMA,DFW,1999,TX,TX
AMA,IAH,1294,TX,TX
AMA,LAS,364,TX,NV
AMA,SHV,1,TX,LA
ANC,ADK,104,AK,AK
ANC,ADQ,672,AK,AK
ANC,AKN,79,AK,AK
ANC,BET,1026,AK,AK
ANC,CDV,360,AK,AK
ANC,DEN,312,AK,CO
ANC,DFW,152,AK,TX
ANC,DLG,79,AK,AK
ANC,DTW,59,AK,MI
ANC,FAI,2838,AK,AK
ANC,HNL,342,AK,HI
ANC,IAH,125,AK,TX
ANC,JNU,1118,AK,AK
ANC,LAX,192,AK,CA
ANC,LGB,105,AK,CA
ANC,MSP,712,AK,MN
ANC,OGG,64,AK,HI
ANC,OME,389,AK,AK
ANC,ORD,501,AK,IL
ANC,OTZ,692,AK,AK
ANC,PDX,799,AK,OR
ANC,PHL,79,AK,PA
ANC,PHX,417,AK,AZ
ANC,SCC,310,AK,AK
ANC,SEA,6122,AK,WA
ANC,SFO,72,AK,CA
ANC,SLC,456,AK,UT
ART,ORD,76,NY,IL
ASE,DEN,3080,CO,CO
ASE,DFW,17,CO,TX
ASE,IAH,125,CO,TX
ASE,LAX,461,CO,CA
ASE,ORD,450,CO,IL
ASE,SFO,198,CO,CA
ATL,ABE,731,GA,PA
ATL,ABQ,973,GA,NM
ATL,ABY,1004,GA,GA
ATL,ACY,725,GA,NJ
ATL,AEX,1513,GA,LA
ATL,AGS,3144,GA,GA
ATL,ALB,790,GA,NY
ATL,ATW,362,GA,WI
ATL,AUS,2065,GA,TX
ATL,AVL,2967,GA,NC
ATL,AVP,90,GA,PA
ATL,BDL,2121,GA,CT
ATL,BHM,3308,GA,AL
ATL,BKG,595,GA,
