ORIGIN,DEST,Flight Count,ORIGIN_STATE,DEST_STATE
ABE,ATL,519,PA,GA
ABE,CLE,34,PA,OH
ABE,CLT,347,PA,NC
ABE,DTW,1101,PA,MI
ABE,FLL,89,PA,FL
ABE,MCO,310,PA,FL
ABE,ORD,1773,PA,IL
ABI,DFW,2497,TX,TX
ABQ,ATL,1048,NM,GA
ABQ,BWI,557,NM,MD
ABQ,DAL,2737,NM,TX
ABQ,DEN,2691,NM,CO
ABQ,DFW,2872,NM,TX
ABQ,ELP,640,NM,TX
ABQ,EWR,1,NM,NJ
ABQ,HOU,988,NM,TX
ABQ,IAD,365,NM,VA
ABQ,IAH,2080,NM,TX
ABQ,LAS,1971,NM,NV
ABQ,LAX,2382,NM,CA
ABQ,LBB,365,NM,TX
ABQ,MAF,365,NM,TX
ABQ,MCI,515,NM,MO
ABQ,MCO,380,NM,FL
ABQ,MDW,725,NM,IL
ABQ,MSP,672,NM,MN
ABQ,OAK,892,NM,CA
ABQ,ORD,743,NM,IL
ABQ,PDX,328,NM,OR
ABQ,PHX,4851,NM,AZ
ABQ,SAN,866,NM,CA
ABQ,SEA,709,NM,WA
ABQ,SFO,365,NM,CA
ABQ,SLC,2152,NM,UT
ABQ,STL,361,NM,MO
ABQ,TUS,679,NM,AZ
ABR,MSP,5,SD,MN
ABY,ATL,1028,GA,GA
ACK,JFK,346,MA,NY
ACT,DFW,85,TX,TX
ACV,CEC,316,CA,CA
ACV,SFO,2358,CA,CA
ACV,SMF,621,CA,CA
ACY,ATL,727,NJ,GA
ACY,MCO,113,NJ,FL
ADK,ANC,103,AK,AK
ADQ,ANC,670,AK,AK
AEX,ATL,1201,LA,GA
AEX,DFW,1093,LA,TX
AEX,IAH,730,LA,TX
AEX,MEM,589,LA,TN
AGS,ATL,3304,GA,GA
AGS,CLT,26,GA,NC
AGS,DFW,407,GA,TX
AGS,LGA,9,GA,NY
AKN,ANC,77,AK,AK
ALB,ATL,998,NY,GA
ALB,BWI,1912,NY,MD
ALB,CLE,1142,NY,OH
ALB,CLT,762,NY,NC
ALB,CVG,259,NY,KY
ALB,DTW,1286,NY,MI
ALB,EWR,435,NY,NJ
ALB,FLL,367,NY,FL
ALB,IAD,786,NY,VA
ALB,JFK,321,NY,NY
ALB,LAS,364,NY,NV
ALB,MCO,887,NY,FL
ALB,MDW,707,NY,IL
ALB,ORD,1279,NY,IL
ALB,TPA,373,NY,FL
ALO,MSP,111,IA,MN
AMA,DAL,2193,TX,TX
AMA,DEN,686,TX,CO
AMA,DFW,1739,TX,TX
AMA,IAH,1459,TX,TX
AMA,LAS,365,TX,NV
AMA,MEM,560,TX,TN
ANC,ADK,103,AK,AK
ANC,ADQ,670,AK,AK
ANC,AKN,77,AK,AK
ANC,ATL,83,AK,GA
ANC,BET,1025,AK,AK
ANC,CDV,361,AK,AK
ANC,DEN,343,AK,CO
ANC,DFW,141,AK,TX
ANC,DLG,76,AK,AK
ANC,DTW,68,AK,MI
ANC,FAI,2714,AK,AK
ANC,HNL,257,AK,HI
ANC,IAH,122,AK,TX
ANC,JNU,1125,AK,AK
ANC,LAX,194,AK,CA
ANC,MSP,712,AK,MN
ANC,OGG,63,AK,HI
ANC,OME,363,AK,AK
ANC,ORD,697,AK,IL
ANC,OTZ,720,AK,AK
ANC,PDX,708,AK,OR
ANC,PHL,99,AK,PA
ANC,PHX,384,AK,AZ
ANC,SCC,318,AK,AK
ANC,SEA,6024,AK,WA
ANC,SFO,169,AK,CA
ANC,SLC,465,AK,UT
ASE,ATL,87,CO,GA
ASE,DEN,3209,CO,CO
ASE,IAH,4,CO,TX
ASE,LAX,406,CO,CA
ASE,ORD,398,CO,IL
ASE,SFO,128,CO,CA
ASE,SLC,101,CO,UT
ATL,ABE,519,GA,PA
ATL,ABQ,1046,GA,NM
ATL,ABY,1028,GA,GA
ATL,ACY,727,GA,NJ
ATL,AEX,1201,GA,LA
ATL,AGS,3301,GA,GA
ATL,ALB,998,GA,NY
ATL,ANC,83,GA,AK
ATL,ASE,87,GA,CO
ATL,ATW,359,GA,WI
ATL,AUS,2085,GA,TX
ATL,AVL,3274,GA,NC
ATL,BDL,2091,GA,CT
ATL,BHM,4701,GA,AL
ATL,BKG,657,GA,
ATL,BMI,2612,GA,IL
ATL,BNA,3444,GA,TN
ATL,BOS,5534,GA,MA
ATL,BQK,1004,GA,GA
ATL,BTR,2706,GA,LA
ATL,BUF,2896,GA,NY
ATL,BWI,6155,GA,MD
ATL,BZN,60,GA,MT
ATL,CAE,3899,GA,SC
ATL,CAK,3571,GA,OH
ATL,CHA,2907,GA,TN
ATL,CHO,1029,GA,VA
ATL,CHS,3996,GA,SC
ATL,CLE,3435,GA,OH
ATL,CLT,7011,GA,NC
ATL,CMH,3187,GA,OH
ATL,COS,365,GA,CO
ATL,CRW,1681,GA,WV
ATL,CSG,1404,GA,GA
ATL,CVG,2332,GA,KY
ATL,DAB,1888,GA,FL
ATL,DAY,3443,GA,OH
ATL,DCA,7644,GA,VA
ATL,DEN,5437,GA,CO
ATL,DFW,9683,GA,TX
ATL,DHN,1393,GA,AL
ATL,DSM,913,GA,IA
ATL,DTW,5150,GA,MI
ATL,ECP,1728,GA,
ATL,EGE,101,GA,CO
