ORIGIN,DEST,Flight Count,ORIGIN_STATE,DEST_STATE
ABE,ATL,969,PA,GA
ABE,CLT,955,PA,NC
ABE,DTW,924,PA,MI
ABE,FLL,73,PA,FL
ABE,MDT,1,PA,PA
ABE,MYR,87,PA,SC
ABE,ORD,365,PA,IL
ABE,PGD,146,PA,
ABE,PHL,42,PA,PA
ABE,PIE,162,PA,FL
ABE,SFB,444,PA,
ABI,DFW,2022,TX,TX
ABQ,ATL,851,NM,GA
ABQ,AUS,387,NM,TX
ABQ,BWI,555,NM,MD
ABQ,DAL,1688,NM,TX
ABQ,DEN,2769,NM,CO
ABQ,DFW,2755,NM,TX
ABQ,HOU,1041,NM,TX
ABQ,IAH,1312,NM,TX
ABQ,JFK,314,NM,NY
ABQ,LAS,1473,NM,NV
ABQ,LAX,1295,NM,CA
ABQ,MCI,373,NM,MO
ABQ,MCO,123,NM,FL
ABQ,MDW,697,NM,IL
ABQ,MSP,205,NM,MN
ABQ,OAK,870,NM,CA
ABQ,ORD,1019,NM,IL
ABQ,PDX,101,NM,OR
ABQ,PHX,3657,NM,AZ
ABQ,SAN,705,NM,CA
ABQ,SAT,19,NM,TX
ABQ,SEA,248,NM,WA
ABQ,SFO,1003,NM,CA
ABQ,SJC,48,NM,CA
ABQ,SLC,505,NM,UT
ABQ,SNA,34,NM,CA
ABR,MSP,745,SD,MN
ABY,ATL,1018,GA,GA
ACK,BOS,172,MA,MA
ACK,CLT,11,MA,NC
ACK,DCA,173,MA,VA
ACK,JFK,487,MA,NY
ACK,LGA,129,MA,NY
ACT,DFW,1593,TX,TX
ACV,LAX,208,CA,CA
ACV,SFO,1270,CA,CA
ACY,ATL,192,NJ,GA
ACY,FLL,860,NJ,FL
ACY,MCO,729,NJ,FL
ACY,MSY,111,NJ,LA
ACY,MYR,365,NJ,SC
ACY,PBI,154,NJ,FL
ACY,RSW,512,NJ,FL
ACY,TPA,365,NJ,FL
ADK,ANC,104,AK,AK
ADQ,ANC,636,AK,AK
AEX,ATL,1323,LA,GA
AEX,DFW,1060,LA,TX
AEX,IAH,1020,LA,TX
AGS,ATL,2673,GA,GA
AGS,CLT,1817,GA,NC
AGS,DCA,15,GA,VA
AGS,DFW,9,GA,TX
AGS,LGA,16,GA,NY
AGS,ORD,7,GA,IL
AGS,PHL,7,GA,PA
AKN,ANC,63,AK,AK
ALB,ATL,1021,NY,GA
ALB,BWI,1910,NY,MD
ALB,CLT,1018,NY,NC
ALB,DCA,1187,NY,VA
ALB,DEN,363,NY,CO
ALB,DTW,876,NY,MI
ALB,EWR,102,NY,NJ
ALB,FLL,617,NY,FL
ALB,IAD,69,NY,VA
ALB,LAS,27,NY,NV
ALB,MCO,1063,NY,FL
ALB,MDW,727,NY,IL
ALB,MSP,255,NY,MN
ALB,ORD,2011,NY,IL
ALB,PGD,7,NY,
ALB,PHL,642,NY,PA
ALB,PIE,12,NY,FL
ALB,RSW,52,NY,FL
ALB,SFB,9,NY,
ALB,TPA,392,NY,FL
ALO,ORD,677,IA,IL
AMA,DAL,1352,TX,TX
AMA,DEN,17,TX,CO
AMA,DFW,2289,TX,TX
AMA,IAH,1072,TX,TX
AMA,LAS,365,TX,NV
AMA,PHX,271,TX,AZ
ANC,ADK,104,AK,AK
ANC,ADQ,636,AK,AK
ANC,AKN,63,AK,AK
ANC,ATL,116,AK,GA
ANC,BET,837,AK,AK
ANC,CDV,361,AK,AK
ANC,DEN,459,AK,CO
ANC,DFW,119,AK,TX
ANC,DLG,84,AK,AK
ANC,EWR,14,AK,NJ
ANC,FAI,2103,AK,AK
ANC,HNL,365,AK,HI
ANC,IAH,75,AK,TX
ANC,JNU,1318,AK,AK
ANC,KOA,61,AK,HI
ANC,LAS,7,AK,NV
ANC,LAX,476,AK,CA
ANC,MSP,534,AK,MN
ANC,OGG,73,AK,HI
ANC,OME,411,AK,AK
ANC,ORD,555,AK,IL
ANC,OTZ,671,AK,AK
ANC,PDX,1109,AK,OR
ANC,PHX,172,AK,AZ
ANC,SCC,727,AK,AK
ANC,SEA,6802,AK,WA
ANC,SFO,101,AK,CA
ANC,SLC,58,AK,UT
APN,DTW,362,MI,MI
APN,MBS,1,MI,MI
APN,PLN,259,MI,MI
ART,PHL,25,NY,PA
ASE,ATL,104,CO,GA
ASE,DEN,2364,CO,CO
ASE,DFW,648,CO,TX
ASE,IAH,468,CO,TX
ASE,LAX,1113,CO,CA
ASE,MSP,27,CO,MN
ASE,ORD,955,CO,IL
ASE,PHX,93,CO,AZ
ASE,SFO,342,CO,CA
ASE,SLC,740,CO,UT
ATL,ABE,969,GA,PA
ATL,ABQ,851,GA,NM
ATL,ABY,1018,GA,GA
ATL,ACY,192,GA,NJ
ATL,AEX,1323,GA,LA
ATL,AGS,2669,GA,GA
ATL,ALB,1021,GA,NY
ATL,ANC,116,GA,AK
ATL,ASE,104,GA,CO
