ORIGIN,DEST,Flight Count,ORIGIN_STATE,DEST_STATE
ABE,ATL,829,PA,GA
ABE,DTW,665,PA,MI
ABE,ORD,144,PA,IL
ABI,DFW,2832,TX,TX
ABQ,ATL,893,NM,GA
ABQ,BWI,559,NM,MD
ABQ,DAL,2550,NM,TX
ABQ,DEN,1660,NM,CO
ABQ,DFW,2507,NM,TX
ABQ,HOU,1020,NM,TX
ABQ,IAD,67,NM,VA
ABQ,IAH,1257,NM,TX
ABQ,JFK,342,NM,NY
ABQ,LAS,1673,NM,NV
ABQ,LAX,2443,NM,CA
ABQ,MCI,352,NM,MO
ABQ,MCO,63,NM,FL
ABQ,MDW,715,NM,IL
ABQ,MSP,340,NM,MN
ABQ,OAK,910,NM,CA
ABQ,ORD,633,NM,IL
ABQ,PDX,299,NM,OR
ABQ,PHX,3532,NM,AZ
ABQ,SAN,810,NM,CA
ABQ,SEA,613,NM,WA
ABQ,SFO,365,NM,CA
ABQ,SLC,1032,NM,UT
ABR,MSP,752,SD,MN
ABY,ATL,1003,GA,GA
ACK,BOS,115,MA,MA
ACK,JFK,282,MA,NY
ACT,DFW,1762,TX,TX
ACV,CEC,288,CA,CA
ACV,SFO,2194,CA,CA
ACV,SMF,578,CA,CA
ACY,IAH,245,NJ,TX
ACY,ORD,246,NJ,IL
ADK,ANC,104,AK,AK
ADQ,ANC,536,AK,AK
AEX,ATL,1322,LA,GA
AEX,DFW,1078,LA,TX
AEX,IAH,1025,LA,TX
AGS,ATL,2652,GA,GA
AGS,LGA,3,GA,NY
AKN,ANC,63,AK,AK
ALB,ATL,1030,NY,GA
ALB,AVP,1,NY,PA
ALB,BWI,1880,NY,MD
ALB,CLE,33,NY,OH
ALB,CLT,702,NY,NC
ALB,DTW,480,NY,MI
ALB,EWR,220,NY,NJ
ALB,FLL,355,NY,FL
ALB,IAD,90,NY,VA
ALB,LAS,324,NY,NV
ALB,MCO,668,NY,FL
ALB,MDW,727,NY,IL
ALB,MSP,114,NY,MN
ALB,ORD,927,NY,IL
ALB,RSW,5,NY,FL
ALB,TPA,438,NY,FL
ALO,ORD,678,IA,IL
AMA,DAL,1662,TX,TX
AMA,DEN,1274,TX,CO
AMA,DFW,2835,TX,TX
AMA,IAH,1127,TX,TX
AMA,LAS,365,TX,NV
ANC,ADK,104,AK,AK
ANC,ADQ,536,AK,AK
ANC,AKN,63,AK,AK
ANC,ATL,69,AK,GA
ANC,BET,978,AK,AK
ANC,BRW,208,AK,AK
ANC,CDV,362,AK,AK
ANC,DEN,492,AK,CO
ANC,DFW,125,AK,TX
ANC,DLG,77,AK,AK
ANC,EWR,13,AK,NJ
ANC,FAI,737,AK,AK
ANC,HNL,282,AK,HI
ANC,IAH,85,AK,TX
ANC,JNU,1114,AK,AK
ANC,KOA,30,AK,HI
ANC,LAS,156,AK,NV
ANC,LAX,367,AK,CA
ANC,LGB,110,AK,CA
ANC,MSP,737,AK,MN
ANC,OGG,66,AK,HI
ANC,OME,402,AK,AK
ANC,ORD,678,AK,IL
ANC,OTZ,680,AK,AK
ANC,PDX,999,AK,OR
ANC,PHX,433,AK,AZ
ANC,SCC,406,AK,AK
ANC,SEA,6156,AK,WA
ANC,SFO,144,AK,CA
ANC,SLC,179,AK,UT
APN,DTW,353,MI,MI
APN,MSP,273,MI,MN
ART,ORD,237,NY,IL
ASE,ATL,100,CO,GA
ASE,DEN,2389,CO,CO
ASE,DFW,184,CO,TX
ASE,IAH,388,CO,TX
ASE,LAX,760,CO,CA
ASE,MSP,17,CO,MN
ASE,ORD,548,CO,IL
ASE,SFO,182,CO,CA
ATL,ABE,834,GA,PA
ATL,ABQ,894,GA,NM
ATL,ABY,1002,GA,GA
ATL,AEX,1322,GA,LA
ATL,AGS,2652,GA,GA
ATL,ALB,1029,GA,NY
ATL,ANC,69,GA,AK
ATL,ASE,100,GA,CO
ATL,ATW,624,GA,WI
ATL,AUS,3312,GA,TX
ATL,AVL,2225,GA,NC
ATL,AVP,361,GA,PA
ATL,AZO,16,GA,MI
ATL,BDL,3448,GA,CT
ATL,BHM,3050,GA,AL
ATL,BIL,11,GA,MT
ATL,BMI,1006,GA,IL
ATL,BNA,3353,GA,TN
ATL,BOS,5421,GA,MA
ATL,BQK,1015,GA,GA
ATL,BTR,2780,GA,LA
ATL,BTV,363,GA,VT
ATL,BUF,1722,GA,NY
ATL,BWI,6341,GA,MD
ATL,BZN,132,GA,MT
ATL,CAE,2709,GA,SC
ATL,CAK,2454,GA,OH
ATL,CHA,2470,GA,TN
ATL,CHO,1038,GA,VA
ATL,CHS,3415,GA,SC
ATL,CID,871,GA,IA
ATL,CLE,2692,GA,OH
ATL,CLT,6624,GA,NC
ATL,CMH,3415,GA,OH
ATL,COS,364,GA,CO
ATL,CRW,1311,GA,WV
ATL,CSG,1331,GA,GA
ATL,CVG,2402,GA,KY
ATL,DAB,1610,GA,FL
ATL,DAL,1784,GA,TX
ATL,DAY,1891,GA,OH
ATL,DCA,6946,GA,VA
ATL,DEN,4892,GA,CO
ATL,DFW,7425,GA,TX
ATL,DHN,1378,GA,AL
ATL,DSM,996,GA,IA
ATL,DTW,4954,GA,MI
ATL,ECP,2338,GA,
ATL,EGE,109,GA,CO
ATL,ELM,10,GA,NY
ATL,ELP,713,GA,TX
ATL,EVV,823,GA,IN
ATL,EWN,800,GA,NC
ATL,EWR,5322,GA,NJ
ATL,EYW,1354,GA,FL
ATL,FAR,33,GA,ND
ATL,FAY,2114,GA,NC
ATL,FCA,36,GA,MT
ATL,FLL,7121,GA,FL
ATL,FNT,1049,GA,MI
ATL,FSD,362,GA,SD
ATL,FSM,1006,GA,AR
ATL,FWA,398,GA,IN
ATL,GEG,11,GA,WA
ATL,GNV,1953,GA,FL
ATL,GPT,1627,GA,MS
ATL,GRB,514,GA,WI
ATL,GRK,690,GA,TX
ATL,GRR,1139,GA,MI
ATL,GSO,2575,GA,NC
ATL,GSP,2303,GA,SC
ATL,GTR,1014,GA,MS
ATL,HDN,95,GA,CO
ATL,HNL,365,GA,HI
ATL,HOU,4577,GA,TX
ATL,HPN,2232,GA,NY
ATL,HSV,2382,GA,AL
ATL,IAD,3499,GA,VA
ATL,IAH,5039,GA,TX
ATL,ICT,1357,GA,KS
ATL,ILG,77,GA,DE
ATL,ILM,1765,GA,NC
ATL,IND,3928,GA,IN
ATL,JAC,168,GA,WY
ATL,JAN,2411,GA,MS
ATL,JAX,5373,GA,FL
ATL,JFK,2073,GA,NY
ATL,LAN,9,GA,MI
ATL,LAS,4203,GA,NV
ATL,LAX,4996,GA,CA
ATL,LEX,2072,GA,KY
ATL,LFT,1500,GA,LA
ATL,LGA,8503,GA,NY
ATL,LIT,2129,GA,AR
ATL,LNK,115,GA,NE
ATL,MBS,10,GA,MI
ATL,MCI,3900,GA,MO
ATL,MCO,8468,GA,FL
ATL,MDT,1327,GA,PA
ATL,MDW,5038,GA,IL
ATL,MEM,3005,GA,TN
ATL,MGM,2490,GA,AL
ATL,MHT,507,GA,NH
ATL,MIA,6240,GA,FL
ATL,MKE,3564,GA,WI
ATL,MLB,1386,GA,FL
ATL,MLI,1073,GA,IL
ATL,MLU,1346,GA,LA
ATL,MOB,2359,GA,AL
ATL,MSN,891,GA,WI
ATL,MSO,26,GA,MT
ATL,MSP,5352,GA,MN
ATL,MSY,5173,GA,LA
ATL,MTJ,35,GA,CO
ATL,MYR,1638,GA,SC
ATL,OAJ,1402,GA,NC
ATL,OAK,3,GA,CA
ATL,OKC,2416,GA,OK
ATL,OMA,1709,GA,NE
ATL,ONT,10,GA,CA
ATL,ORD,5064,GA,IL
ATL,ORF,3017,GA,VA
ATL,PBI,4276,GA,FL
ATL,PDX,1559,GA,OR
ATL,PHF,1891,GA,VA
ATL,PHL,6596,GA,PA
ATL,PHX,3974,GA,AZ
ATL,PIA,760,GA,IL
ATL,PIT,3787,GA,PA
ATL,PNS,2491,GA,FL
ATL,PSP,4,GA,CA
ATL,PVD,1043,GA,RI
ATL,PWM,695,GA,ME
ATL,RAP,21,GA,SD
ATL,RDU,5222,GA,NC
ATL,RIC,3923,GA,VA
ATL,ROA,1500,GA,VA
ATL,ROC,1076,GA,NY
ATL,RST,117,GA,MN
ATL,RSW,4387,GA,FL
ATL,SAN,2371,GA,CA
ATL,SAT,3427,GA,TX
ATL,SAV,3194,GA,GA
ATL,SBN,1130,GA,IN
ATL,SCE,10,GA,
ATL,SDF,2996,GA,KY
ATL,SEA,2529,GA,WA
ATL,SFO,3778,GA,CA
ATL,SGF,1663,GA,MO
ATL,SHV,2304,GA,LA
ATL,SJC,313,GA,CA
