ORIGIN,DEST,Flight Count,ORIGIN_STATE,DEST_STATE
BNA,PIT,366,TN,PA
BNA,PNS,707,TN,FL
BNA,RDU,1052,TN,NC
BNA,RSW,125,TN,FL
BNA,SAN,419,TN,CA
BNA,SAT,676,TN,TX
BNA,SEA,604,TN,WA
BNA,SFO,241,TN,CA
BNA,SLC,372,TN,UT
BNA,STL,689,TN,MO
BNA,TPA,1381,TN,FL
BOI,DEN,2101,ID,CO
BOI,DFW,213,ID,TX
BOI,GEG,637,ID,WA
BOI,IAH,351,ID,TX
BOI,LAS,721,ID,NV
BOI,LAX,615,ID,CA
BOI,MDW,63,ID,IL
BOI,MSP,761,ID,MN
BOI,OAK,718,ID,CA
BOI,ORD,637,ID,IL
BOI,PDX,397,ID,OR
BOI,PHX,1124,ID,AZ
BOI,SAN,366,ID,CA
BOI,SEA,2161,ID,WA
BOI,SFO,1452,ID,CA
BOI,SJC,1,ID,CA
BOI,SLC,2078,ID,UT
BOI,SMF,309,ID,CA
BOI,SUN,1,ID,ID
BOS,ACK,172,MA,MA
BOS,ACY,147,MA,NJ
BOS,ATL,5306,MA,GA
BOS,AUS,729,MA,TX
BOS,BNA,1402,MA,TN
BOS,BUF,1391,MA,NY
BOS,BWI,5625,MA,MD
BOS,CHS,528,MA,SC
BOS,CLE,2078,MA,OH
BOS,CLT,3868,MA,NC
BOS,CMH,648,MA,OH
BOS,CVG,329,MA,KY
BOS,DAL,366,MA,TX
BOS,DCA,8460,MA,VA
BOS,DEN,2824,MA,CO
BOS,DFW,3383,MA,TX
BOS,DTW,3818,MA,MI
BOS,EWR,4710,MA,NJ
BOS,FLL,2662,MA,FL
BOS,HOU,1032,MA,TX
BOS,IAD,2196,MA,VA
BOS,IAH,1624,MA,TX
BOS,IND,662,MA,IN
BOS,JAX,705,MA,FL
BOS,JFK,5515,MA,NY
BOS,LAS,1207,MA,NV
BOS,LAX,4620,MA,CA
BOS,LGA,6588,MA,NY
BOS,LGB,301,MA,CA
BOS,MCI,622,MA,MO
BOS,MCO,3343,MA,FL
BOS,MDW,1618,MA,IL
BOS,MIA,2511,MA,FL
BOS,MKE,651,MA,WI
BOS,MSN,1,MA,WI
BOS,MSP,2140,MA,MN
BOS,MSY,516,MA,LA
BOS,MVY,110,MA,MA
BOS,MYR,366,MA,SC
BOS,OAK,98,MA,CA
BOS,ORD,7009,MA,IL
BOS,PBI,1714,MA,FL
BOS,PDX,564,MA,OR
BOS,PHL,5422,MA,PA
BOS,PHX,1540,MA,AZ
BOS,PIT,1322,MA,PA
BOS,RDU,1706,MA,NC
BOS,RIC,2286,MA,VA
BOS,RSW,1963,MA,FL
BOS,SAN,1040,MA,CA
BOS,SAV,370,MA,GA
BOS,SEA,1891,MA,WA
BOS,SFO,4510,MA,CA
BOS,SJC,241,MA,CA
BOS,SJU,1157,MA,PR
BOS,SLC,993,MA,UT
BOS,SMF,61,MA,CA
BOS,SRQ,200,MA,FL
BOS,STL,753,MA,MO
BOS,STT,206,MA,VI
BOS,TPA,1440,MA,FL
BPT,DFW,545,TX,TX
BQK,ATL,1032,GA,GA
BQN,EWR,366,PR,NJ
BQN,FLL,488,PR,FL
BQN,JFK,503,PR,NY
BQN,MCO,515,PR,FL
BRD,MSP,640,MN,MN
BRO,DFW,697,TX,TX
BRO,IAH,1346,TX,TX
BRW,ANC,470,AK,AK
BRW,FAI,366,AK,AK
BRW,SCC,104,AK,AK
BTM,SLC,677,MT,UT
BTR,ATL,2737,LA,GA
BTR,DCA,1,LA,VA
BTR,DFW,2221,LA,TX
BTR,IAH,1941,LA,TX
BTR,JAN,1,LA,MS
BTV,ATL,327,VT,GA
BTV,DCA,1,VT,VA
BTV,DTW,200,VT,MI
BTV,EWR,1306,VT,NJ
BTV,JFK,1171,VT,NY
BTV,LGA,112,VT,NY
BTV,ORD,929,VT,IL
BUF,ATL,1703,NY,GA
BUF,BOS,1392,NY,MA
BUF,BWI,1982,NY,MD
BUF,CLT,1293,NY,NC
BUF,DEN,9,NY,CO
BUF,DTW,846,NY,MI
BUF,EWR,1386,NY,NJ
BUF,FLL,652,NY,FL
BUF,JFK,2479,NY,NY
BUF,LAS,610,NY,NV
BUF,LAX,190,NY,CA
BUF,LGA,470,NY,NY
BUF,MCO,1633,NY,FL
BUF,MDW,1045,NY,IL
BUF,MSP,204,NY,MN
BUF,ORD,1070,NY,IL
BUF,PHL,8,NY,PA
BUF,PHX,366,NY,AZ
BUF,RSW,84,NY,FL
BUF,TPA,599,NY,FL
BUR,DAL,210,CA,TX
BUR,DEN,1387,CA,CO
BUR,JFK,363,CA,NY
BUR,LAS,3358,CA,NV
BUR,OAK,4030,CA,CA
BUR,PDX,1193,CA,OR
BUR,PHX,2103,CA,AZ
BUR,SEA,1170,CA,WA
BUR,SFO,3065,CA,CA
BUR,SJC,2346,CA,CA
BUR,SLC,987,CA,UT
BUR,SMF,2313,CA,CA
BWI,ABQ,582,MD,NM
BWI,ALB,1907,MD,NY
BWI,ATL,6423,MD,GA
BWI,AUS,691,MD,TX
BWI,BDL,2490,MD,CT
BWI,BHM,384,MD,AL
BWI,BNA,2039,MD,TN
BWI,BOS,5589,MD,MA
BWI,BUF,1975,MD,NY
BWI,CHS,1163,MD,SC
BWI,CLE,1165,MD,OH
BWI,CLT,3391,MD,NC
BWI,CMH,1339,MD,OH
BWI,CVG,8,MD,KY
BWI,DAL,1389,MD,TX
BWI,DAY,203,MD,OH
BWI,DEN,2401,MD,CO
BWI,DFW,1656,MD,TX
BWI,DTW,2973,MD,MI
BWI,ECP,164,MD,
BWI,EWR,198,MD,NJ
BWI,FLL,5191,MD,FL
BWI,FNT,185,MD,MI
BWI,GRR,454,MD,MI
BWI,GSP,174,MD,SC
BWI,HOU,1171,MD,TX
BWI,IAH,1010,MD,TX
BWI,IND,995,MD,IN
BWI,ISP,1720,MD,NY
BWI,JAX,1227,MD,FL
BWI,LAS,2016,MD,NV
BWI,LAX,1947,MD,CA
BWI,LIT,5,MD,AR
BWI,MCI,867,MD,MO
BWI,MCO,4084,MD,FL
BWI,MDW,2222,MD,IL
BWI,MEM,421,MD,TN
BWI,MHT,2546,MD,NH
BWI,MIA,957,MD,FL
BWI,MKE,950,MD,WI
BWI,MSP,1925,MD,MN
BWI,MSY,993,MD,LA
BWI,MYR,218,MD,SC
BWI,OAK,445,MD,CA
BWI,OKC,361,MD,OK
BWI,ORD,1959,MD,IL
BWI,ORF,1617,MD,VA
BWI,PBI,1052,MD,FL
BWI,PDX,63,MD,OR
BWI,PHL,2,MD,PA
BWI,PHX,1816,MD,AZ
BWI,PIT,1070,MD,PA
BWI,PVD,2792,MD,RI
BWI,PWM,1170,MD,ME
BWI,RDU,2176,MD,NC
BWI,ROC,1077,MD,NY
BWI,RSW,1454,MD,FL
BWI,SAN,808,MD,CA
BWI,SAT,825,MD,TX
BWI,SDF,1225,MD,KY
BWI,SEA,840,MD,WA
BWI,SFO,325,MD,CA
BWI,SJC,56,MD,CA
BWI,SJU,663,MD,PR
BWI,SLC,1044,MD,UT
BWI,SMF,147,MD,CA
BWI,STL,1336,MD,MO
BWI,TPA,2487,MD,FL
BZN,ATL,84,MT,GA
BZN,DEN,1153,MT,CO
BZN,EWR,63,MT,NJ
BZN,IAH,22,MT,TX
BZN,LAX,164,MT,CA
BZN,LGA,9,MT,NY
BZN,MSP,791,MT,MN
BZN,ORD,305,MT,IL
BZN,PDX,154,MT,OR
BZN,SEA,150,MT,WA
BZN,SFO,210,MT,CA
BZN,SLC,1146,MT,UT
CAE,ATL,2828,SC,GA
CAE,DFW,272,SC,TX
CAE,IAH,267,SC,TX
CAE,LGA,419,SC,NY
CAE,ORD,648,SC,IL
CAK,ATL,2320,OH,GA
CAK,DTW,391,OH,MI
CAK,EWR,693,OH,NJ
CAK,FLL,52,OH,FL
CAK,LAS,102,OH,NV
CAK,MCO,280,OH,FL
CAK,ORD,1204,OH,IL
CAK,RSW,146,OH,FL
CAK,TPA,129,OH,FL
CAK,TYS,1,OH,TN
CDC,SLC,626,UT,UT
CDV,ANC,363,AK,AK
CDV,YAK,361,AK,AK
CHA,ATL,3224,TN,GA
CHA,DFW,352,TN,TX
CHA,DTW,561,TN,MI
CHA,EWR,228,TN,NJ
CHA,ORD,228,TN,IL
CHO,ATL,1083,VA,GA
CHO,LGA,286,VA,NY
CHO,ORD,1035,VA,IL
CHS,ATL,3652,SC,GA
CHS,BNA,389,SC,TN
CHS,BOS,529,SC,MA
CHS,BWI,1164,SC,MD
CHS,CLE,10,SC,OH
CHS,CLT,529,SC,NC
CHS,DAL,313,SC,TX
CHS,DCA,875,SC,VA
CHS,DEN,9,SC,CO
CHS,DTW,329,SC,MI
CHS,EWR,1526,SC,NJ
CHS,FLL,365,SC,FL
CHS,HOU,302,SC,TX
CHS,IAD,3,SC,VA
CHS,IAH,612,SC,TX
CHS,JFK,1574,SC,NY
CHS,LGA,499,SC,NY
CHS,MDW,626,SC,IL
CHS,ORD,1069,SC,IL
CHS,PHL,93,SC,PA
CHS,SEA,209,SC,WA
CID,ATL,827,IA,GA
CID,DEN,959,IA,CO
CID,DTW,826,IA,MI
CID,MSP,773,IA,MN
CID,ORD,1071,IA,IL
CIU,DTW,667,MI,MI
CIU,PLN,19,MI,MI
CLE,ABE,1,OH,PA
CLE,ATL,3068,OH,GA
CLE,BDL,122,OH,CT
CLE,BNA,873,OH,TN
CLE,BOS,2051,OH,MA
CLE,BWI,1164,OH,MD
CLE,CHS,10,OH,SC
CLE,CLT,1045,OH,NC
CLE,CRW,1,OH,WV
CLE,DCA,1547,OH,VA
CLE,DEN,1594,OH,CO
CLE,DFW,1556,OH,TX
CLE,DTW,1023,OH,MI
CLE,ERI,1,OH,PA
CLE,EWR,1634,OH,NJ
CLE,FLL,831,OH,FL
CLE,IAH,1367,OH,TX
CLE,JFK,1,OH,NY
CLE,LAS,1273,OH,NV
CLE,LAX,981,OH,CA
CLE,LGA,2539,OH,NY
CLE,MCO,1338,OH,FL
CLE,MDW,1937,OH,IL
CLE,MKE,555,OH,WI
CLE,MSP,969,OH,MN
CLE,MYR,192,OH,SC
CLE,ORD,2931,OH,IL
CLE,PDX,55,OH,OR
CLE,PHL,160,OH,PA
CLE,PHX,632,OH,AZ
CLE,RDU,381,OH,NC
CLE,RSW,626,OH,FL
CLE,SEA,73,OH,WA
CLE,SFO,610,OH,CA
CLE,SJU,47,OH,PR
CLE,STL,398,OH,MO
CLE,TPA,525,OH,FL
CLL,DFW,401,TX,TX
CLL,IAH,733,TX,TX
CLT,ALB,1014,NC,NY
CLT,ATL,6848,NC,GA
CLT,AUS,933,NC,TX
CLT,BDL,1925,NC,CT
CLT,BHM,1,NC,AL
CLT,BNA,1781,NC,TN
CLT,BOS,3869,NC,MA
CLT,BUF,1292,NC,NY
CLT,BWI,3392,NC,MD
CLT,CHS,529,NC,SC
CLT,CLE,1046,NC,OH
CLT,CMH,4,NC,OH
CLT,CVG,513,NC,KY
CLT,DAB,4,NC,FL
CLT,DAL,366,NC,TX
CLT,DCA,2841,NC,VA
CLT,DEN,2912,NC,CO
CLT,DFW,4075,NC,TX
CLT,DTW,3101,NC,MI
CLT,EWR,3376,NC,NJ
CLT,FLL,2616,NC,FL
CLT,GSO,127,NC,NC
CLT,HOU,411,NC,TX
CLT,IAD,2,NC,VA
CLT,IAH,2822,NC,TX
CLT,ILM,712,NC,NC
CLT,IND,725,NC,IN
CLT,JAX,1931,NC,FL
CLT,JFK,2782,NC,NY
CLT,LAS,1722,NC,NV
CLT,LAX,2140,NC,CA
CLT,LGA,4141,NC,NY
CLT,MCI,1324,NC,MO
CLT,MCO,3383,NC,FL
CLT,MDT,351,NC,PA
CLT,MDW,690,NC,IL
CLT,MEM,893,NC,TN
CLT,MIA,3047,NC,FL
CLT,MSP,2369,NC,MN
CLT,MSY,1639,NC,LA
CLT,OAK,1,NC,CA
CLT,ORD,4473,NC,IL
CLT,ORF,839,NC,VA
CLT,PBI,1754,NC,FL
CLT,PDX,318,NC,OR
CLT,PHL,3552,NC,PA
CLT,PHX,3100,NC,AZ
CLT,PIT,2431,NC,PA
CLT,PVD,1286,NC,RI
CLT,PWM,493,NC,ME
CLT,RDU,2690,NC,NC
CLT,RIC,1627,NC,VA
CLT,ROC,678,NC,NY
CLT,RSW,1786,NC,FL
CLT,SAN,808,NC,CA
CLT,SAT,715,NC,TX
CLT,SDF,9,NC,KY
CLT,SEA,916,NC,WA
CLT,SFO,1979,NC,CA
CLT,SJC,83,NC,CA
CLT,SJU,847,NC,PR
CLT,SLC,705,NC,UT
CLT,SMF,288,NC,CA
CLT,STL,1308,NC,MO
CLT,STT,409,NC,VI
CLT,STX,35,NC,VI
CLT,SYR,653,NC,NY
CLT,TPA,3127,NC,FL
CLT,TTN,117,NC,NJ
CMH,ATL,3835,OH,GA
CMH,BNA,685,OH,TN
CMH,BOS,646,OH,MA
CMH,BWI,1346,OH,MD
CMH,CLT,4,OH,NC
CMH,CRW,1,OH,WV
CMH,DAL,369,OH,TX
CMH,DCA,669,OH,VA
CMH,DEN,981,OH,CO
CMH,DFW,1561,OH,TX
CMH,DTW,612,OH,MI
CMH,EWR,905,OH,NJ
CMH,FLL,285,OH,FL
CMH,IAH,823,OH,TX
CMH,LAS,879,OH,NV
