ORIGIN,DEST,Flight Count,ORIGIN_STATE,DEST_STATE
ABE,ATL,785,PA,GA
ABE,CLE,508,PA,OH
ABE,CLT,397,PA,NC
ABE,DTW,989,PA,MI
ABE,FLL,62,PA,FL
ABE,MCO,125,PA,FL
ABE,ORD,1168,PA,IL
ABI,DFW,2490,TX,TX
ABQ,AMA,65,NM,TX
ABQ,ATL,1020,NM,GA
ABQ,BUR,1,NM,CA
ABQ,BWI,536,NM,MD
ABQ,CLE,9,NM,OH
ABQ,DAL,2807,NM,TX
ABQ,DEN,3899,NM,CO
ABQ,DFW,2872,NM,TX
ABQ,ELP,656,NM,TX
ABQ,HOU,1010,NM,TX
ABQ,IAD,364,NM,VA
ABQ,IAH,2211,NM,TX
ABQ,LAS,2052,NM,NV
ABQ,LAX,2375,NM,CA
ABQ,LBB,365,NM,TX
ABQ,MAF,363,NM,TX
ABQ,MCI,604,NM,MO
ABQ,MCO,591,NM,FL
ABQ,MDW,728,NM,IL
ABQ,MSP,674,NM,MN
ABQ,OAK,955,NM,CA
ABQ,ORD,727,NM,IL
ABQ,PDX,364,NM,OR
ABQ,PHX,5023,NM,AZ
ABQ,SAN,901,NM,CA
ABQ,SEA,600,NM,WA
ABQ,SFO,481,NM,CA
ABQ,SLC,2208,NM,UT
ABQ,STL,364,NM,MO
ABQ,TPA,66,NM,FL
ABQ,TUS,691,NM,AZ
ABY,ATL,995,GA,GA
ACK,JFK,342,MA,NY
ACT,DFW,1053,TX,TX
ACV,CEC,341,CA,CA
ACV,SFO,1975,CA,CA
ACV,SLC,438,CA,UT
ACV,SMF,616,CA,CA
ACY,ATL,404,NJ,GA
ACY,MCO,118,NJ,FL
ADK,ANC,103,AK,AK
ADQ,ANC,631,AK,AK
AEX,ATL,1038,LA,GA
AEX,DFW,995,LA,TX
AEX,IAH,798,LA,TX
AEX,MEM,116,LA,TN
AGS,ATL,3094,GA,GA
AGS,CAE,1,GA,SC
AGS,CLT,12,GA,NC
AKN,ANC,77,AK,AK
ALB,ATL,1033,NY,GA
ALB,BWI,2013,NY,MD
ALB,CLE,1185,NY,OH
ALB,CLT,965,NY,NC
ALB,CVG,691,NY,KY
ALB,DCA,127,NY,VA
ALB,DTW,1063,NY,MI
ALB,EWR,333,NY,NJ
ALB,FLL,364,NY,FL
ALB,IAD,267,NY,VA
ALB,JFK,478,NY,NY
ALB,LAS,364,NY,NV
ALB,MCO,926,NY,FL
ALB,MDW,714,NY,IL
ALB,MSP,123,NY,MN
ALB,ORD,997,NY,IL
ALB,PHL,2,NY,PA
ALB,TPA,373,NY,FL
ALO,MSP,330,IA,MN
AMA,ABQ,65,TX,NM
AMA,DAL,2458,TX,TX
AMA,DEN,696,TX,CO
AMA,DFW,1964,TX,TX
AMA,IAH,1102,TX,TX
AMA,LAS,364,TX,NV
ANC,ADK,103,AK,AK
ANC,ADQ,631,AK,AK
ANC,AKN,77,AK,AK
ANC,ATL,89,AK,GA
ANC,BET,1026,AK,AK
ANC,CDV,367,AK,AK
ANC,DEN,268,AK,CO
ANC,DFW,142,AK,TX
ANC,DLG,77,AK,AK
ANC,DTW,75,AK,MI
ANC,FAI,2660,AK,AK
ANC,HNL,232,AK,HI
ANC,IAH,148,AK,TX
ANC,JNU,1126,AK,AK
ANC,LAS,5,AK,NV
ANC,LAX,174,AK,CA
ANC,MSP,753,AK,MN
ANC,OGG,156,AK,HI
ANC,OME,362,AK,AK
ANC,ORD,459,AK,IL
ANC,OTZ,720,AK,AK
ANC,PDX,647,AK,OR
ANC,PHX,378,AK,AZ
ANC,SCC,339,AK,AK
ANC,SEA,6214,AK,WA
ANC,SFO,76,AK,CA
ANC,SLC,487,AK,UT
ASE,ATL,100,CO,GA
ASE,DEN,3700,CO,CO
ASE,LAX,409,CO,CA
ASE,ORD,281,CO,IL
ASE,SFO,66,CO,CA
ASE,SLC,145,CO,UT
ATL,ABE,785,GA,PA
ATL,ABQ,1020,GA,NM
