ORIGIN,DEST,Flight Count,ORIGIN_STATE,DEST_STATE
AUS,ELP,916,TX,TX
AUS,EWR,1502,TX,NJ
AUS,FLL,1084,TX,FL
AUS,HOU,1833,TX,TX
AUS,HRL,365,TX,TX
AUS,IAD,435,TX,VA
AUS,IAH,2451,TX,TX
AUS,JFK,1966,TX,NY
AUS,LAS,1477,TX,NV
AUS,LAX,3281,TX,CA
AUS,LBB,368,TX,TX
AUS,LGB,459,TX,CA
AUS,MCI,289,TX,MO
AUS,MCO,1191,TX,FL
AUS,MDW,999,TX,IL
AUS,MIA,51,TX,FL
AUS,MSP,790,TX,MN
AUS,MSY,666,TX,LA
AUS,OAK,394,TX,CA
AUS,ONT,35,TX,CA
AUS,ORD,2503,TX,IL
AUS,PDX,426,TX,OR
AUS,PHL,711,TX,PA
AUS,PHX,2070,TX,AZ
AUS,PNS,10,TX,FL
AUS,RDU,126,TX,NC
AUS,SAN,970,TX,CA
AUS,SEA,1154,TX,WA
AUS,SFO,2210,TX,CA
AUS,SJC,803,TX,CA
AUS,SLC,679,TX,UT
AUS,SNA,17,TX,CA
AUS,STL,531,TX,MO
AUS,TPA,424,TX,FL
AVL,ATL,2127,NC,GA
AVL,EWR,322,NC,NJ
AVL,LGA,10,NC,NY
AVL,ORD,1144,NC,IL
AVP,ATL,352,PA,GA
AVP,DTW,658,PA,MI
AVP,EWR,214,PA,NJ
AVP,LGA,1,PA,NY
AVP,ORD,522,PA,IL
AZO,DTW,922,MI,MI
AZO,MSP,203,MI,MN
AZO,ORD,1233,MI,IL
BDL,ATL,2265,CT,GA
BDL,BWI,2487,CT,MD
BDL,CLE,94,CT,OH
BDL,CLT,1984,CT,NC
BDL,DCA,694,CT,VA
BDL,DEN,763,CT,CO
BDL,DFW,679,CT,TX
BDL,DTW,1347,CT,MI
BDL,EWR,277,CT,NJ
BDL,FLL,1338,CT,FL
BDL,IAD,420,CT,VA
BDL,LAS,251,CT,NV
BDL,LAX,331,CT,CA
BDL,MCO,2074,CT,FL
BDL,MDW,966,CT,IL
BDL,MIA,359,CT,FL
BDL,MSP,905,CT,MN
BDL,MYR,157,CT,SC
BDL,ORD,1635,CT,IL
BDL,PBI,379,CT,FL
BDL,PHL,393,CT,PA
BDL,PVD,1,CT,RI
BDL,RDU,58,CT,NC
BDL,RSW,566,CT,FL
BDL,SFO,89,CT,CA
BDL,SJU,544,CT,PR
BDL,TPA,1155,CT,FL
BET,ANC,960,AK,AK
BFL,DEN,676,CA,CO
BFL,PHX,903,CA,AZ
BFL,SFO,597,CA,CA
BGM,DTW,869,NY,MI
BGR,EWR,392,ME,NJ
BGR,JFK,89,ME,NY
BGR,LGA,20,ME,NY
BGR,ORD,283,ME,IL
BHM,ATL,3256,AL,GA
BHM,BWI,385,AL,MD
BHM,DAL,718,AL,TX
BHM,DEN,418,AL,CO
BHM,DFW,206,AL,TX
BHM,DTW,237,AL,MI
BHM,HOU,673,AL,TX
BHM,IAH,1512,AL,TX
BHM,LAS,374,AL,NV
BHM,LGA,436,AL,NY
BHM,MCO,737,AL,FL
BHM,MDW,692,AL,IL
BHM,ORD,1257,AL,IL
BHM,TPA,683,AL,FL
BIL,COD,1,MT,WY
BIL,DEN,1407,MT,CO
BIL,MSP,746,MT,MN
BIL,ORD,45,MT,IL
BIL,SLC,1133,MT,UT
BIS,DEN,622,ND,CO
BIS,LAS,66,ND,NV
BIS,MSP,1274,ND,MN
BIS,ORD,293,ND,IL
BJI,MSP,727,MN,MN
BLI,KOA,21,WA,HI
BLI,LAS,154,WA,NV
BLI,OGG,86,WA,HI
BLI,PDX,34,WA,OR
BLI,SEA,429,WA,WA
BMI,ATL,939,IL,GA
BMI,MSP,328,IL,MN
BMI,ORD,873,IL,IL
BNA,ATL,3508,TN,GA
BNA,AUS,850,TN,TX
BNA,BHM,1,TN,AL
BNA,BOS,1656,TN,MA
BNA,BWI,2061,TN,MD
BNA,CHS,403,TN,SC
BNA,CLE,886,TN,OH
BNA,CLT,1988,TN,NC
BNA,CMH,692,TN,OH
BNA,CVG,352,TN,KY
BNA,DAL,1369,TN,TX
BNA,DCA,1083,TN,VA
BNA,DEN,2570,TN,CO
BNA,DFW,2669,TN,TX
BNA,DTW,2431,TN,MI
BNA,ECP,720,TN,
BNA,EWR,1064,TN,NJ
BNA,FLL,1584,TN,FL
BNA,HOU,1377,TN,TX
BNA,IAD,5,TN,VA
BNA,IAH,1305,TN,TX
BNA,JAX,957,TN,FL
BNA,LAS,1285,TN,NV
BNA,LAX,2202,TN,CA
BNA,LGA,1279,TN,NY
BNA,MCI,1213,TN,MO
BNA,MCO,1771,TN,FL
BNA,MDW,2309,TN,IL
BNA,MHK,1,TN,KS
BNA,MIA,131,TN,FL
BNA,MKE,113,TN,WI
BNA,MSP,1450,TN,MN
BNA,MSY,1168,TN,LA
BNA,OAK,365,TN,CA
BNA,ORD,2726,TN,IL
BNA,PHL,843,TN,PA
BNA,PHX,1010,TN,AZ
BNA,PIT,390,TN,PA
BNA,PNS,717,TN,FL
BNA,RDU,1356,TN,NC
BNA,RSW,183,TN,FL
BNA,SAN,462,TN,CA
BNA,SAT,740,TN,TX
BNA,SEA,677,TN,WA
BNA,SFO,589,TN,CA
BNA,SLC,363,TN,UT
BNA,STL,828,TN,MO
BNA,TPA,1327,TN,FL
BOI,DEN,2132,ID,CO
BOI,DFW,365,ID,TX
BOI,GEG,633,ID,WA
BOI,IAH,52,ID,TX
BOI,LAS,727,ID,NV
BOI,LAX,750,ID,CA
BOI,MDW,95,ID,IL
BOI,MSP,760,ID,MN
BOI,OAK,742,ID,CA
BOI,ORD,779,ID,IL
BOI,PDX,648,ID,OR
BOI,PHX,1113,ID,AZ
BOI,SAN,584,ID,CA
BOI,SEA,2614,ID,WA
BOI,SFO,1543,ID,CA
BOI,SJC,21,ID,CA
BOI,SLC,1992,ID,UT
BOI,SMF,343,ID,CA
BOI,SUN,2,ID,ID
BOI,TWF,1,ID,ID
BOS,ACK,174,MA,MA
BOS,ACY,133,MA,NJ
BOS,ATL,6590,MA,GA
BOS,AUS,817,MA,TX
BOS,BNA,1655,MA,TN
BOS,BUF,1537,MA,NY
BOS,BWI,5900,MA,MD
BOS,CHS,591,MA,SC
BOS,CLE,2159,MA,OH
BOS,CLT,3822,MA,NC
BOS,CMH,623,MA,OH
BOS,CVG,568,MA,KY
BOS,DAL,365,MA,TX
BOS,DCA,8354,MA,VA
BOS,DEN,2849,MA,CO
BOS,DFW,3264,MA,TX
BOS,DTW,3747,MA,MI
BOS,EWR,4851,MA,NJ
BOS,FLL,2789,MA,FL
BOS,HOU,874,MA,TX
BOS,IAD,2280,MA,VA
BOS,IAH,1558,MA,TX
BOS,IND,612,MA,IN
BOS,JAX,760,MA,FL
BOS,JFK,4499,MA,NY
BOS,LAS,1315,MA,NV
BOS,LAX,4770,MA,CA
BOS,LGA,6506,MA,NY
BOS,LGB,352,MA,CA
BOS,MCI,582,MA,MO
BOS,MCO,4280,MA,FL
BOS,MDW,1554,MA,IL
BOS,MIA,2495,MA,FL
BOS,MKE,605,MA,WI
BOS,MSN,1,MA,WI
BOS,MSP,2106,MA,MN
BOS,MSY,672,MA,LA
BOS,MVY,80,MA,MA
BOS,MYR,365,MA,SC
BOS,OAK,89,MA,CA
BOS,ORD,6750,MA,IL
BOS,ORF,82,MA,VA
BOS,PBI,1876,MA,FL
BOS,PDX,620,MA,OR
BOS,PHL,5207,MA,PA
BOS,PHX,1600,MA,AZ
BOS,PIT,1682,MA,PA
BOS,RDU,1731,MA,NC
BOS,RIC,2051,MA,VA
BOS,RSW,2225,MA,FL
BOS,SAN,1045,MA,CA
BOS,SAV,418,MA,GA
BOS,SDF,2,MA,KY
BOS,SEA,2075,MA,WA
BOS,SFO,4790,MA,CA
BOS,SJC,322,MA,CA
BOS,SJU,1039,MA,PR
BOS,SLC,1161,MA,UT
BOS,SMF,74,MA,CA
BOS,SRQ,240,MA,FL
BOS,STL,1007,MA,MO
BOS,STT,200,MA,VI
BOS,TPA,2116,MA,FL
BPT,DFW,7,TX,TX
BQK,ATL,692,GA,GA
BQN,EWR,295,PR,NJ
BQN,FLL,516,PR,FL
BQN,JFK,459,PR,NY
BQN,MCO,440,PR,FL
BRD,DLH,1,MN,MN
BRD,MSP,636,MN,MN
BRO,DFW,8,TX,TX
BRO,IAH,1062,TX,TX
BRW,ANC,536,AK,AK
BRW,FAI,365,AK,AK
BTM,SLC,675,MT,UT
BTR,ATL,2668,LA,GA
BTR,CLT,539,LA,NC
BTR,DCA,1,LA,VA
BTR,DFW,1982,LA,TX
BTR,IAH,1399,LA,TX
BTV,ATL,397,VT,GA
BTV,DTW,13,VT,MI
BTV,EWR,921,VT,NJ
BTV,IAD,1,VT,VA
BTV,JFK,1167,VT,NY
BTV,LGA,10,VT,NY
BTV,ORD,765,VT,IL
BUF,ATL,1664,NY,GA
BUF,BOS,1530,NY,MA
BUF,BWI,1889,NY,MD
BUF,CLT,1055,NY,NC
BUF,DTW,858,NY,MI
BUF,EWR,889,NY,NJ
BUF,FLL,848,NY,FL
BUF,JFK,2277,NY,NY
BUF,LAS,615,NY,NV
BUF,LAX,336,NY,CA
BUF,LGA,255,NY,NY
BUF,MCO,1577,NY,FL
BUF,MDW,1036,NY,IL
BUF,MIA,10,NY,FL
BUF,MSP,322,NY,MN
BUF,ORD,1505,NY,IL
BUF,PHX,365,NY,AZ
BUF,RSW,122,NY,FL
BUF,TPA,616,NY,FL
BUR,DAL,365,CA,TX
BUR,DEN,1444,CA,CO
BUR,JFK,362,CA,NY
BUR,LAS,3319,CA,NV
BUR,OAK,4146,CA,CA
BUR,PDX,1275,CA,OR
BUR,PHX,2100,CA,AZ
BUR,SEA,1112,CA,WA
BUR,SFO,3405,CA,CA
BUR,SJC,3450,CA,CA
BUR,SLC,1632,CA,UT
BUR,SMF,2519,CA,CA
BWI,ABQ,545,MD,NM
BWI,ALB,1920,MD,NY
BWI,ATL,6554,MD,GA
BWI,AUS,705,MD,TX
BWI,BDL,2484,MD,CT
BWI,BHM,385,MD,AL
BWI,BNA,2122,MD,TN
BWI,BOS,5908,MD,MA
BWI,BUF,1886,MD,NY
BWI,CHS,1201,MD,SC
BWI,CLE,1147,MD,OH
BWI,CLT,3488,MD,NC
BWI,CMH,1301,MD,OH
BWI,CVG,738,MD,KY
BWI,DAL,1422,MD,TX
BWI,DEN,2453,MD,CO
BWI,DFW,1600,MD,TX
BWI,DTW,3289,MD,MI
BWI,ECP,176,MD,
BWI,EWR,528,MD,NJ
BWI,FLL,5106,MD,FL
BWI,GRR,379,MD,MI
BWI,HOU,1209,MD,TX
BWI,IAH,995,MD,TX
BWI,IND,978,MD,IN
BWI,ISP,1648,MD,NY
BWI,JAX,1239,MD,FL
BWI,LAS,2058,MD,NV
BWI,LAX,1986,MD,CA
BWI,MCI,905,MD,MO
BWI,MCO,4321,MD,FL
BWI,MDW,2336,MD,IL
BWI,MEM,471,MD,TN
BWI,MHT,2421,MD,NH
BWI,MIA,1019,MD,FL
BWI,MKE,926,MD,WI
BWI,MSP,1986,MD,MN
BWI,MSY,1274,MD,LA
BWI,MYR,236,MD,SC
BWI,OAK,610,MD,CA
BWI,OKC,381,MD,OK
BWI,ORD,2118,MD,IL
BWI,ORF,1692,MD,VA
BWI,PBI,1118,MD,FL
BWI,PDX,174,MD,OR
BWI,PHX,1777,MD,AZ
BWI,PIT,1075,MD,PA
BWI,PVD,2726,MD,RI
BWI,PWM,1222,MD,ME
BWI,RDU,2138,MD,NC
BWI,ROC,1089,MD,NY
BWI,RSW,1721,MD,FL
BWI,SAN,1454,MD,CA
BWI,SAT,867,MD,TX
BWI,SDF,1201,MD,KY
BWI,SEA,958,MD,WA
BWI,SFO,510,MD,CA
BWI,SJC,365,MD,CA
BWI,SJU,740,MD,PR
BWI,SLC,932,MD,UT
BWI,SMF,361,MD,CA
BWI,STL,1366,MD,MO
BWI,TPA,3075,MD,FL
BZN,ATL,86,MT,GA
BZN,DEN,1260,MT,CO
BZN,DFW,125,MT,TX
BZN,EWR,62,MT,NJ
BZN,LAX,194,MT,CA
BZN,LGA,12,MT,NY
BZN,MSP,840,MT,MN
BZN,ORD,654,MT,IL
BZN,PDX,202,MT,OR
BZN,SEA,236,MT,WA
BZN,SFO,239,MT,CA
BZN,SLC,1088,MT,UT
CAE,ATL,2664,SC,GA
CAE,IAH,321,SC,TX
CAE,LGA,287,SC,NY
CAE,ORD,569,SC,IL
CAK,ATL,1692,OH,GA
CAK,DTW,914,OH,MI
CAK,EWR,673,OH,NJ
CAK,FLL,191,OH,FL
CAK,LAS,178,OH,NV
CAK,MCO,368,OH,FL
CAK,MYR,178,OH,SC
CAK,ORD,1465,OH,IL
CAK,RSW,92,OH,FL
CAK,TPA,69,OH,FL
CDC,SLC,623,UT,UT
CDV,ANC,362,AK,AK
CDV,YAK,362,AK,AK
CGI,ORD,25,,IL
CGI,UIN,25,,
CHA,ATL,2300,TN,GA
CHA,DTW,214,TN,MI
CHA,EWR,670,TN,NJ
CHA,ORD,854,TN,IL
CHO,ATL,1002,VA,GA
CHO,LGA,145,VA,NY
CHO,ORD,1064,VA,IL
CHS,ATL,3472,SC,GA
CHS,BNA,403,SC,TN
CHS,BOS,592,SC,MA
CHS,BWI,1201,SC,MD
CHS,CLE,10,SC,OH
CHS,CLT,710,SC,NC
CHS,DAL,93,SC,TX
CHS,DCA,871,SC,VA
CHS,DEN,96,SC,CO
CHS,DFW,534,SC,TX
CHS,DTW,109,SC,MI
CHS,EWR,978,SC,NJ
CHS,FLL,366,SC,FL
CHS,HOU,369,SC,TX
CHS,IAD,48,SC,VA
CHS,IAH,508,SC,TX
CHS,JFK,1390,SC,NY
CHS,LGA,162,SC,NY
CHS,MDW,621,SC,IL
CHS,ORD,978,SC,IL
CHS,PHL,1,SC,PA
CHS,SEA,209,SC,WA
CHS,STL,85,SC,MO
CID,ATL,759,IA,GA
CID,DEN,849,IA,CO
CID,DTW,923,IA,MI
CID,LAS,22,IA,NV
CID,MCO,7,IA,FL
CID,MSP,784,IA,MN
CID,ORD,1942,IA,IL
CID,SCE,1,IA,
CIU,DTW,619,MI,MI
CIU,MSP,57,MI,MN
CKB,IAD,51,,VA
CKB,ORD,62,,IL
CLE,ATL,3345,OH,GA
CLE,BDL,94,OH,CT
CLE,BNA,886,OH,TN
CLE,BOS,2148,OH,MA
CLE,BWI,1144,OH,MD
CLE,CAK,1,OH,OH
CLE,CHS,10,OH,SC
CLE,CLT,1065,OH,NC
CLE,DCA,1584,OH,VA
CLE,DEN,1355,OH,CO
CLE,DFW,1478,OH,TX
CLE,DTW,1046,OH,MI
CLE,EWR,1593,OH,NJ
CLE,FLL,855,OH,FL
CLE,IAD,3,OH,VA
CLE,IAH,1152,OH,TX
CLE,ISP,1,OH,NY
CLE,LAS,1223,OH,NV
CLE,LAX,909,OH,CA
CLE,LGA,3116,OH,NY
CLE,MCO,1367,OH,FL
CLE,MDW,1845,OH,IL
CLE,MIA,38,OH,FL
CLE,MKE,664,OH,WI
CLE,MSN,2,OH,WI
CLE,MSP,1114,OH,MN
CLE,MSY,173,OH,LA
CLE,MYR,199,OH,SC
CLE,ORD,3264,OH,IL
CLE,PDX,71,OH,OR
CLE,PHL,187,OH,PA
CLE,PHX,740,OH,AZ
CLE,RDU,361,OH,NC
CLE,RSW,732,OH,FL
CLE,SAN,78,OH,CA
CLE,SEA,96,OH,WA
CLE,SFO,582,OH,CA
CLE,SJU,38,OH,PR
CLE,STL,539,OH,MO
CLE,TPA,535,OH,FL
CLL,DFW,641,TX,TX
CLL,IAH,678,TX,TX
CLT,ALB,1034,NC,NY
CLT,ATL,5711,NC,GA
CLT,AUS,1409,NC,TX
CLT,BDL,1984,NC,CT
CLT,BNA,2008,NC,TN
CLT,BOS,3822,NC,MA
CLT,BTR,540,NC,LA
CLT,BUF,1056,NC,NY
CLT,BWI,3489,NC,MD
CLT,CHS,711,NC,SC
CLT,CLE,1064,NC,OH
CLT,CMH,3,NC,OH
CLT,CVG,235,NC,KY
CLT,DAB,4,NC,FL
CLT,DAL,369,NC,TX
CLT,DCA,2933,NC,VA
CLT,DEN,2825,NC,CO
CLT,DFW,3885,NC,TX
CLT,DTW,2689,NC,MI
CLT,EWR,3090,NC,NJ
CLT,FLL,2486,NC,FL
CLT,GSO,94,NC,NC
CLT,HOU,416,NC,TX
CLT,IAD,139,NC,VA
CLT,IAH,2529,NC,TX
CLT,ILM,850,NC,NC
CLT,IND,899,NC,IN
CLT,JAX,1967,NC,FL
CLT,JFK,2626,NC,NY
CLT,LAS,1696,NC,NV
CLT,LAX,2168,NC,CA
CLT,LGA,4840,NC,NY
CLT,MCI,1363,NC,MO
CLT,MCO,3459,NC,FL
CLT,MDT,525,NC,PA
CLT,MDW,712,NC,IL
CLT,MEM,1214,NC,TN
CLT,MHT,40,NC,NH
CLT,MIA,2895,NC,FL
CLT,MKE,1,NC,WI
CLT,MSP,2640,NC,MN
CLT,MSY,1960,NC,LA
CLT,MTJ,3,NC,CO
CLT,MYR,214,NC,SC
CLT,OKC,57,NC,OK
CLT,OMA,1,NC,NE
CLT,ORD,4230,NC,IL
CLT,ORF,1062,NC,VA
CLT,PBI,1770,NC,FL
CLT,PDX,495,NC,OR
CLT,PHL,3465,NC,PA
CLT,PHX,3108,NC,AZ
CLT,PIT,2216,NC,PA
CLT,PNS,57,NC,FL
CLT,PVD,1424,NC,RI
CLT,PWM,725,NC,ME
CLT,RDU,2823,NC,NC
CLT,RIC,1546,NC,VA
CLT,ROC,582,NC,NY
CLT,RSW,1674,NC,FL
CLT,SAN,889,NC,CA
CLT,SAT,1110,NC,TX
CLT,SAV,225,NC,GA
CLT,SDF,7,NC,KY
CLT,SEA,984,NC,WA
CLT,SFO,1905,NC,CA
CLT,SJC,154,NC,CA
CLT,SJU,784,NC,PR
CLT,SLC,777,NC,UT
CLT,SMF,498,NC,CA
CLT,STL,1296,NC,MO
CLT,STT,296,NC,VI
CLT,STX,36,NC,VI
